frame,x1,y1,x2,y2,x_center,y_center,confidence,class,class_name
161,913.5079956054688,461.49658203125,998.77880859375,552.59619140625,956.1434020996094,507.04638671875,0.2962869703769684,0.0,no_trophallaxis
162,916.7054443359375,462.2007751464844,998.5487670898438,551.142578125,957.6271057128906,506.6716766357422,0.46937963366508484,0.0,no_trophallaxis
163,923.9122314453125,460.4732971191406,1006.3794555664062,548.7659301757812,965.1458435058594,504.61961364746094,0.5396527647972107,0.0,no_trophallaxis
176,1148.762939453125,620.3406372070312,1259.8778076171875,692.4193115234375,1204.3203735351562,656.3799743652344,0.5997173190116882,1.0,trophallaxis
177,1148.27490234375,620.5054321289062,1260.945556640625,691.9461669921875,1204.6102294921875,656.2257995605469,0.6878993511199951,1.0,trophallaxis
178,1148.0755615234375,621.0310668945312,1261.1097412109375,691.2939453125,1204.5926513671875,656.1625061035156,0.6703048348426819,1.0,trophallaxis
179,1149.5908203125,622.1177978515625,1261.3994140625,692.1011352539062,1205.4951171875,657.1094665527344,0.6252794861793518,1.0,trophallaxis
180,1153.1138916015625,622.499267578125,1262.133544921875,693.1212768554688,1207.6237182617188,657.8102722167969,0.5168122053146362,1.0,trophallaxis
184,1154.861572265625,624.544921875,1263.078369140625,696.3963012695312,1208.969970703125,660.4706115722656,0.6961742639541626,1.0,trophallaxis
185,1154.2857666015625,624.0249633789062,1262.3646240234375,698.881591796875,1208.3251953125,661.4532775878906,0.8470456600189209,1.0,trophallaxis
186,1151.72802734375,625.1749877929688,1262.0877685546875,696.447998046875,1206.9078979492188,660.8114929199219,0.8319913744926453,1.0,trophallaxis
187,1153.240966796875,626.5620727539062,1263.0311279296875,696.6423950195312,1208.1360473632812,661.6022338867188,0.8046678900718689,1.0,trophallaxis
188,1153.3765869140625,626.799072265625,1262.60205078125,696.9635620117188,1207.9893188476562,661.8813171386719,0.8241990804672241,1.0,trophallaxis
189,1152.5616455078125,626.021728515625,1263.125,696.3881225585938,1207.8433227539062,661.2049255371094,0.7815126180648804,1.0,trophallaxis
190,1151.968017578125,626.2321166992188,1262.7508544921875,696.0711059570312,1207.3594360351562,661.151611328125,0.7710655331611633,1.0,trophallaxis
191,1152.25830078125,626.1116943359375,1262.34521484375,696.2195434570312,1207.3017578125,661.1656188964844,0.8101604580879211,1.0,trophallaxis
192,1152.0150146484375,626.9031982421875,1261.51171875,697.004638671875,1206.7633666992188,661.9539184570312,0.8019130229949951,1.0,trophallaxis
193,1151.4056396484375,628.109619140625,1260.373046875,697.4000244140625,1205.8893432617188,662.7548217773438,0.7406482696533203,1.0,trophallaxis
194,1153.0098876953125,627.9782104492188,1260.730712890625,697.9476928710938,1206.8703002929688,662.9629516601562,0.7870283722877502,1.0,trophallaxis
195,1153.3076171875,628.4552612304688,1260.4622802734375,698.1237182617188,1206.8849487304688,663.2894897460938,0.7396986484527588,1.0,trophallaxis
196,1151.2138671875,628.1741943359375,1260.3702392578125,697.728759765625,1205.7920532226562,662.9514770507812,0.7584314346313477,1.0,trophallaxis
197,1151.8714599609375,629.2616577148438,1259.325439453125,699.4806518554688,1205.5984497070312,664.3711547851562,0.7758533358573914,1.0,trophallaxis
198,1152.8543701171875,629.3446044921875,1259.2025146484375,699.8928833007812,1206.0284423828125,664.6187438964844,0.7809877395629883,1.0,trophallaxis
199,1154.3876953125,630.3976440429688,1259.977783203125,700.4236450195312,1207.1827392578125,665.41064453125,0.7713984847068787,1.0,trophallaxis
200,1154.3402099609375,629.8488159179688,1260.2598876953125,699.1448974609375,1207.300048828125,664.4968566894531,0.8242315649986267,1.0,trophallaxis
201,1153.8148193359375,629.6449584960938,1259.910400390625,698.3330078125,1206.8626098632812,663.9889831542969,0.8190668821334839,1.0,trophallaxis
202,1154.433837890625,629.3021850585938,1259.0352783203125,697.6685791015625,1206.7345581054688,663.4853820800781,0.7242913246154785,1.0,trophallaxis
203,1154.6978759765625,629.8026123046875,1258.79248046875,696.3030395507812,1206.7451782226562,663.0528259277344,0.6838637590408325,1.0,trophallaxis
204,1155.5833740234375,631.4840698242188,1258.677001953125,698.3914794921875,1207.1301879882812,664.9377746582031,0.37144726514816284,1.0,trophallaxis
205,1154.8709716796875,632.3136596679688,1257.6309814453125,697.3909912109375,1206.2509765625,664.8523254394531,0.37154874205589294,1.0,trophallaxis
206,1154.1829833984375,632.2933349609375,1258.095947265625,698.3518676757812,1206.1394653320312,665.3226013183594,0.4759913682937622,1.0,trophallaxis
207,1152.1151123046875,631.6605834960938,1256.2020263671875,696.661376953125,1204.1585693359375,664.1609802246094,0.26005807518959045,1.0,trophallaxis
209,1149.7935791015625,632.2155151367188,1255.8331298828125,697.9036865234375,1202.8133544921875,665.0596008300781,0.2921997904777527,1.0,trophallaxis
211,1148.7274169921875,629.7908935546875,1256.8524169921875,696.652587890625,1202.7899169921875,663.2217407226562,0.7133004069328308,1.0,trophallaxis
212,1148.4774169921875,628.3678588867188,1257.01318359375,697.4067993164062,1202.7453002929688,662.8873291015625,0.8444066047668457,1.0,trophallaxis
213,1146.565185546875,629.9022216796875,1255.837646484375,696.8572387695312,1201.201416015625,663.3797302246094,0.7321487665176392,1.0,trophallaxis
214,1147.214111328125,630.7664794921875,1255.1240234375,697.5999145507812,1201.1690673828125,664.1831970214844,0.6192409992218018,1.0,trophallaxis
215,1147.1265869140625,630.5428466796875,1255.200439453125,696.3251342773438,1201.1635131835938,663.4339904785156,0.4905635416507721,1.0,trophallaxis
