frame,x1,y1,x2,y2,x_center,y_center,confidence,class,class_name
17,123.84927368164062,171.61778259277344,620.39990234375,479.07757568359375,372.1245880126953,325.3476791381836,0.9754862189292908,4.0,Grooming-Off
17,317.0736083984375,308.65875244140625,548.2719116210938,462.53466796875,432.6727600097656,385.5967102050781,0.9489637613296509,3.0,Whisker-On
17,0.0,434.993408203125,640.0,479.928466796875,320.0,457.4609375,0.9476557970046997,7.0,Running
18,235.78085327148438,211.96014404296875,349.6901550292969,296.7689514160156,292.7355041503906,254.3645477294922,0.9939008951187134,0.0,Eye-Open
18,127.34031677246094,170.83059692382812,618.4989624023438,479.2560119628906,372.91963958740234,325.0433044433594,0.976252555847168,4.0,Grooming-Off
18,314.7724609375,308.210693359375,546.340576171875,460.87847900390625,430.5565185546875,384.5445861816406,0.9533131122589111,3.0,Whisker-On
18,3.28155517578125,435.66204833984375,637.8677368164062,479.91717529296875,320.57464599609375,457.78961181640625,0.9463030695915222,7.0,Running
19,235.74241638183594,211.94760131835938,349.58721923828125,296.7014465332031,292.6648178100586,254.32452392578125,0.9942002296447754,0.0,Eye-Open
19,125.30731201171875,171.4211883544922,620.1449584960938,478.85919189453125,372.72613525390625,325.1401901245117,0.9765352606773376,4.0,Grooming-Off
19,314.0396728515625,308.3397521972656,546.5588989257812,462.4800720214844,430.2992858886719,385.409912109375,0.9523047208786011,3.0,Whisker-On
19,0.0,433.537353515625,640.0,479.955078125,320.0,456.7462158203125,0.952245831489563,7.0,Running
20,235.35549926757812,211.7498321533203,349.5423889160156,296.661376953125,292.4489440917969,254.20560455322266,0.9948368072509766,0.0,Eye-Open
20,119.09982299804688,170.81358337402344,624.6234130859375,478.20965576171875,371.8616180419922,324.5116195678711,0.9761018753051758,4.0,Grooming-Off
20,312.8358459472656,308.316650390625,544.5767822265625,462.42913818359375,428.70631408691406,385.3728942871094,0.964698851108551,3.0,Whisker-On
20,0.0,434.0837707519531,640.0,479.8766174316406,320.0,456.9801940917969,0.9544215202331543,7.0,Running
21,235.56381225585938,211.81903076171875,349.4313049316406,296.62554931640625,292.49755859375,254.2222900390625,0.9947558045387268,0.0,Eye-Open
21,120.93984985351562,171.257080078125,623.006103515625,478.75115966796875,371.9729766845703,325.0041198730469,0.9763093590736389,4.0,Grooming-Off
21,314.547119140625,308.2879943847656,547.0576171875,461.9305114746094,430.8023681640625,385.1092529296875,0.9546396732330322,3.0,Whisker-On
21,0.0,433.5033264160156,639.4332275390625,479.8560485839844,319.71661376953125,456.6796875,0.9482131600379944,7.0,Running
22,236.10845947265625,211.94708251953125,349.5555419921875,296.727294921875,292.8320007324219,254.33718872070312,0.9938498139381409,0.0,Eye-Open
22,124.42472839355469,171.17547607421875,625.3690185546875,479.8072509765625,374.8968734741211,325.4913635253906,0.9768780469894409,4.0,Grooming-Off
22,314.6002197265625,308.5663146972656,545.6815185546875,462.3366394042969,430.140869140625,385.45147705078125,0.962100088596344,3.0,Whisker-On
22,2.087799072265625,436.09576416015625,638.321533203125,479.8138427734375,320.2046661376953,457.9548034667969,0.9441399574279785,7.0,Running
23,235.89492797851562,211.8406524658203,349.5494079589844,296.606201171875,292.72216796875,254.22342681884766,0.9943936467170715,0.0,Eye-Open
23,125.13327026367188,171.36697387695312,621.059326171875,478.6268005371094,373.09629821777344,324.99688720703125,0.9759002923965454,4.0,Grooming-Off
23,314.07098388671875,307.9400634765625,544.87255859375,460.8427734375,429.4717712402344,384.39141845703125,0.9620652794837952,3.0,Whisker-On
23,0.0,433.45843505859375,639.822998046875,479.90423583984375,319.9114990234375,456.68133544921875,0.9503501653671265,7.0,Running
24,235.86492919921875,211.86917114257812,349.40997314453125,296.5812072753906,292.637451171875,254.22518920898438,0.9945590496063232,0.0,Eye-Open
24,121.90553283691406,170.5508270263672,621.5652465820312,479.1195068359375,371.73538970947266,324.83516693115234,0.9763035178184509,4.0,Grooming-Off
24,313.8974609375,308.3997802734375,546.0678100585938,462.489013671875,429.9826354980469,385.44439697265625,0.9607497453689575,3.0,Whisker-On
24,0.0,434.5640869140625,640.0,479.89404296875,320.0,457.22906494140625,0.9458444118499756,7.0,Running
25,235.98367309570312,211.6439971923828,349.3572082519531,296.55816650390625,292.6704406738281,254.10108184814453,0.9948502779006958,0.0,Eye-Open
25,123.609130859375,171.2440185546875,619.3790893554688,479.1651611328125,371.4941101074219,325.20458984375,0.9755909442901611,4.0,Grooming-Off
25,321.15673828125,309.35992431640625,549.2242431640625,464.256591796875,435.19049072265625,386.8082580566406,0.9531256556510925,3.0,Whisker-On
25,3.216339111328125,438.41796875,637.5322265625,479.77978515625,320.37428283691406,459.098876953125,0.9408171772956848,7.0,Running
26,236.00669860839844,211.87509155273438,349.44384765625,296.7491149902344,292.7252731323242,254.31210327148438,0.9940140247344971,0.0,Eye-Open
26,125.55937194824219,170.75965881347656,620.504150390625,478.69189453125,373.0317611694336,324.7257766723633,0.9764912128448486,4.0,Grooming-Off
26,317.6219177246094,308.31329345703125,547.8642578125,462.21380615234375,432.7430877685547,385.2635498046875,0.9512110352516174,3.0,Whisker-On
26,3.093170166015625,437.9632568359375,639.136474609375,479.910400390625,321.1148223876953,458.93682861328125,0.9394071698188782,7.0,Running
27,236.06546020507812,211.92066955566406,349.6456604003906,296.7848815917969,292.8555603027344,254.35277557373047,0.9938650727272034,0.0,Eye-Open
27,125.89906311035156,171.27125549316406,624.743408203125,479.65582275390625,375.3212356567383,325.46353912353516,0.9789512157440186,4.0,Grooming-Off
27,314.4286804199219,308.6019592285156,545.7193603515625,462.1502990722656,430.0740203857422,385.3761291503906,0.959125816822052,3.0,Whisker-On
27,2.808013916015625,435.5653991699219,638.1292724609375,479.7876281738281,320.46864318847656,457.676513671875,0.9429891109466553,7.0,Running
28,235.8134307861328,212.0009765625,349.64935302734375,296.6656494140625,292.7313919067383,254.33331298828125,0.9940162897109985,0.0,Eye-Open
28,126.5980224609375,171.11451721191406,620.2280883789062,478.4144287109375,373.4130554199219,324.7644729614258,0.9760638475418091,4.0,Grooming-Off
28,316.27685546875,308.4982604980469,546.3825073242188,461.9297180175781,431.3296813964844,385.2139892578125,0.96024489402771,3.0,Whisker-On
28,3.306671142578125,434.27789306640625,637.75390625,479.8125,320.53028869628906,457.0451965332031,0.9466468691825867,7.0,Running
29,235.6479034423828,211.98049926757812,349.6989440917969,296.66461181640625,292.67342376708984,254.3225555419922,0.994207501411438,0.0,Eye-Open
29,124.92024230957031,170.77598571777344,622.4949340820312,479.9775390625,373.7075881958008,325.3767623901367,0.9770649075508118,4.0,Grooming-Off
29,314.860107421875,308.26055908203125,545.1246948242188,462.278564453125,429.9924011230469,385.2695617675781,0.9634633660316467,3.0,Whisker-On
29,2.555389404296875,435.2825927734375,638.439208984375,479.7996826171875,320.49729919433594,457.5411376953125,0.9438638091087341,7.0,Running
30,236.25814819335938,212.1484832763672,349.9259948730469,296.8590087890625,293.0920715332031,254.50374603271484,0.9926071763038635,0.0,Eye-Open
30,128.08465576171875,170.5577392578125,621.5195922851562,480.0,374.8021240234375,325.27886962890625,0.9784132838249207,4.0,Grooming-Off
30,319.919189453125,309.1402893066406,548.7030029296875,463.1820373535156,434.31109619140625,386.1611633300781,0.9466726779937744,3.0,Whisker-On
30,2.787322998046875,435.855224609375,639.0477294921875,479.8486328125,320.9175262451172,457.8519287109375,0.9438703060150146,7.0,Running
31,235.92813110351562,211.971435546875,349.8965148925781,296.8489990234375,292.9123229980469,254.41021728515625,0.9934219717979431,0.0,Eye-Open
31,125.79432678222656,171.33351135253906,622.0101928710938,480.0,373.90225982666016,325.66675567626953,0.9775454998016357,4.0,Grooming-Off
31,312.761962890625,308.3114318847656,543.5093994140625,463.1028747558594,428.13568115234375,385.7071533203125,0.9621217250823975,3.0,Whisker-On
31,2.9324951171875,437.1260681152344,638.5357055664062,479.8575744628906,320.7341003417969,458.4918212890625,0.944410502910614,7.0,Running
32,236.0886688232422,211.9423065185547,349.5751647949219,296.81024169921875,292.83191680908203,254.37627410888672,0.9937005043029785,0.0,Eye-Open
32,124.37428283691406,169.63905334472656,623.0324096679688,480.0,373.7033462524414,324.8195266723633,0.9782401919364929,4.0,Grooming-Off
32,319.3301086425781,309.0217590332031,548.1300048828125,463.3077087402344,433.7300567626953,386.16473388671875,0.9529333114624023,3.0,Whisker-On
32,1.8385009765625,437.4853515625,637.6885986328125,479.70513916015625,319.7635498046875,458.5952453613281,0.939692497253418,7.0,Running
33,236.431396484375,211.80686950683594,348.96319580078125,296.1324157714844,292.6972961425781,253.96964263916016,0.9952666163444519,0.0,Eye-Open
33,125.35073852539062,173.09788513183594,620.7513427734375,478.73858642578125,373.05104064941406,325.9182357788086,0.9744699001312256,4.0,Grooming-Off
33,317.0356140136719,308.89410400390625,545.9949340820312,463.48907470703125,431.51527404785156,386.19158935546875,0.9601990580558777,3.0,Whisker-On
33,0.0,434.434326171875,640.0,479.91748046875,320.0,457.1759033203125,0.946480929851532,7.0,Running
34,236.412841796875,211.96343994140625,349.04852294921875,296.3202819824219,292.7306823730469,254.14186096191406,0.9948206543922424,0.0,Eye-Open
34,125.38954162597656,172.385498046875,623.3602905273438,479.68927001953125,374.37491607666016,326.0373840332031,0.9744022488594055,4.0,Grooming-Off
34,316.95697021484375,309.02996826171875,545.7616577148438,463.89508056640625,431.35931396484375,386.4625244140625,0.9616178870201111,3.0,Whisker-On
34,0.0,434.0492858886719,640.0,479.8367614746094,320.0,456.9430236816406,0.9456093311309814,7.0,Running
35,235.8523406982422,211.8014678955078,349.402587890625,296.6463317871094,292.6274642944336,254.2238998413086,0.9946741461753845,0.0,Eye-Open
35,126.73570251464844,172.47161865234375,619.8870849609375,478.513916015625,373.31139373779297,325.4927673339844,0.9750252962112427,4.0,Grooming-Off
35,315.40380859375,308.87335205078125,545.697021484375,463.632568359375,430.5504150390625,386.2529602050781,0.9624453783035278,3.0,Whisker-On
35,0.0,434.9553527832031,640.0,479.8290100097656,320.0,457.3921813964844,0.946835994720459,7.0,Running
36,236.03472900390625,211.83164978027344,349.39337158203125,296.7052001953125,292.71405029296875,254.26842498779297,0.9944213032722473,0.0,Eye-Open
36,126.37300109863281,171.50796508789062,623.7703247070312,479.8454284667969,375.07166290283203,325.67669677734375,0.9775035381317139,4.0,Grooming-Off
36,313.0529479980469,308.7627868652344,542.5118408203125,462.5601501464844,427.7823944091797,385.6614685058594,0.9644325375556946,3.0,Whisker-On
36,0.0,435.2187194824219,640.0,479.9621276855469,320.0,457.5904235839844,0.9423786997795105,7.0,Running
37,235.98902893066406,212.03463745117188,349.58221435546875,296.7292785644531,292.7856216430664,254.3819580078125,0.9936956763267517,0.0,Eye-Open
37,129.0465545654297,172.61251831054688,623.3833618164062,479.6081848144531,376.21495819091797,326.1103515625,0.9758650064468384,4.0,Grooming-Off
37,312.3903503417969,308.2427673339844,544.5288696289062,462.5542297363281,428.45960998535156,385.39849853515625,0.9605254530906677,3.0,Whisker-On
37,0.0,432.73516845703125,640.0,479.95166015625,320.0,456.3434143066406,0.9536932110786438,7.0,Running
38,236.0894775390625,211.8914794921875,349.57659912109375,296.7186279296875,292.8330383300781,254.3050537109375,0.993958055973053,0.0,Eye-Open
38,129.83018493652344,171.68276977539062,623.4514770507812,480.0,376.64083099365234,325.8413848876953,0.977587103843689,4.0,Grooming-Off
38,311.2969055175781,308.4681396484375,542.434814453125,462.53662109375,426.86585998535156,385.50238037109375,0.961531937122345,3.0,Whisker-On
38,4.123382568359375,435.01129150390625,638.1834716796875,479.7364501953125,321.15342712402344,457.3738708496094,0.9447957873344421,7.0,Running
39,235.91159057617188,212.13832092285156,349.5293884277344,296.6661376953125,292.7204895019531,254.40222930908203,0.9937087297439575,0.0,Eye-Open
39,125.81248474121094,171.95924377441406,622.6442260742188,480.0,374.22835540771484,325.97962188720703,0.9769201278686523,4.0,Grooming-Off
39,311.8855895996094,308.5721130371094,543.357666015625,462.7649230957031,427.6216278076172,385.66851806640625,0.9662149548530579,3.0,Whisker-On
39,0.0,433.3380126953125,640.0,479.89111328125,320.0,456.61456298828125,0.9487127661705017,7.0,Running
40,236.40914916992188,211.81610107421875,349.2841491699219,296.50726318359375,292.8466491699219,254.16168212890625,0.9945672750473022,0.0,Eye-Open
40,128.79934692382812,172.83396911621094,617.5242919921875,478.68359375,373.1618194580078,325.75878143310547,0.9743678569793701,4.0,Grooming-Off
40,320.1913757324219,309.2191467285156,547.2901000976562,462.7693786621094,433.74073791503906,385.9942626953125,0.9584913849830627,3.0,Whisker-On
40,0.0,434.4915466308594,640.0,479.9324035644531,320.0,457.21197509765625,0.9413110613822937,7.0,Running
41,236.1579132080078,212.15345764160156,349.5079650878906,296.5391540527344,292.8329391479492,254.34630584716797,0.9939108490943909,0.0,Eye-Open
41,126.9986572265625,172.14749145507812,624.1783447265625,480.0,375.5885009765625,326.07374572753906,0.9770737886428833,4.0,Grooming-Off
41,311.9229736328125,308.4847106933594,544.1072998046875,462.9651184082031,428.01513671875,385.72491455078125,0.9612859487533569,3.0,Whisker-On
41,0.0,433.890869140625,640.0,479.9071044921875,320.0,456.89898681640625,0.9507726430892944,7.0,Running
42,236.18215942382812,212.2504425048828,349.6960754394531,296.7162780761719,292.9391174316406,254.48336029052734,0.9929470419883728,0.0,Eye-Open
42,130.08364868164062,171.7626495361328,620.410400390625,479.9261474609375,375.2470245361328,325.84439849853516,0.9757845997810364,4.0,Grooming-Off
42,316.7768249511719,308.37994384765625,544.8321533203125,461.44140625,430.8044891357422,384.9106750488281,0.9513429403305054,3.0,Whisker-On
42,2.57745361328125,437.0726623535156,639.4451904296875,479.8722839355469,321.0113220214844,458.47247314453125,0.9424038529396057,7.0,Running
43,236.2185516357422,212.17991638183594,349.46923828125,296.5971984863281,292.8438949584961,254.38855743408203,0.9936251044273376,0.0,Eye-Open
43,129.76718139648438,171.8507537841797,621.9976806640625,479.60009765625,375.88243103027344,325.72542572021484,0.9763805270195007,4.0,Grooming-Off
43,314.38787841796875,308.4884033203125,544.9840698242188,462.24200439453125,429.68597412109375,385.3652038574219,0.9614676237106323,3.0,Whisker-On
43,0.0,434.644775390625,640.0,479.955078125,320.0,457.2999267578125,0.9507509469985962,7.0,Running
44,235.93788146972656,212.2536163330078,349.62957763671875,296.50860595703125,292.78372955322266,254.38111114501953,0.9937505125999451,0.0,Eye-Open
44,126.49835205078125,172.6542205810547,619.8250122070312,477.80767822265625,373.16168212890625,325.23094940185547,0.9756982326507568,4.0,Grooming-Off
44,314.4999694824219,308.08099365234375,543.8619384765625,461.170166015625,429.1809539794922,384.6255798339844,0.9641038775444031,3.0,Whisker-On
44,0.0,431.416259765625,640.0,479.8309326171875,320.0,455.62359619140625,0.9564785957336426,7.0,Running
45,236.35189819335938,212.09280395507812,349.1585998535156,296.4017639160156,292.7552490234375,254.24728393554688,0.9942243695259094,0.0,Eye-Open
45,121.59934997558594,171.901611328125,623.02880859375,478.76141357421875,372.31407928466797,325.3315124511719,0.9751114845275879,4.0,Grooming-Off
45,314.564453125,308.0187072753906,546.3175659179688,461.3160705566406,430.4410095214844,384.6673889160156,0.9607384204864502,3.0,Whisker-On
45,0.0,435.15496826171875,640.0,479.8973388671875,320.0,457.5261535644531,0.9473780989646912,7.0,Running
46,236.08328247070312,212.35897827148438,349.4684143066406,296.6898498535156,292.7758483886719,254.5244140625,0.993119478225708,0.0,Eye-Open
46,126.51339721679688,171.4142608642578,622.0537109375,479.74554443359375,374.28355407714844,325.5799026489258,0.9783567786216736,4.0,Grooming-Off
46,314.267822265625,308.35748291015625,545.5222778320312,461.89501953125,429.8950500488281,385.1262512207031,0.9623896479606628,3.0,Whisker-On
46,2.850128173828125,435.8231506347656,637.654052734375,479.8527526855469,320.25209045410156,457.83795166015625,0.9465471506118774,7.0,Running
47,236.23660278320312,212.40264892578125,349.6690368652344,296.787841796875,292.95281982421875,254.59524536132812,0.9922904968261719,0.0,Eye-Open
47,130.62496948242188,171.3191680908203,620.408447265625,480.0,375.51670837402344,325.65958404541016,0.9777198433876038,4.0,Grooming-Off
47,315.284423828125,308.433837890625,544.6172485351562,462.1612548828125,429.9508361816406,385.29754638671875,0.9594717025756836,3.0,Whisker-On
47,3.039031982421875,437.3662414550781,638.819580078125,479.8551330566406,320.92930603027344,458.6106872558594,0.9423630237579346,7.0,Running
48,236.3531494140625,212.1746826171875,349.55712890625,296.53717041015625,292.95513916015625,254.35592651367188,0.9936385154724121,0.0,Eye-Open
48,129.24949645996094,171.37452697753906,622.3864135742188,480.0,375.81795501708984,325.68726348876953,0.9764887094497681,4.0,Grooming-Off
48,315.9637451171875,308.5530090332031,546.1600341796875,462.1401672363281,431.0618896484375,385.3465881347656,0.9593626856803894,3.0,Whisker-On
48,3.39788818359375,434.58685302734375,637.8042602539062,479.7803955078125,320.60107421875,457.1836242675781,0.9458543062210083,7.0,Running
49,235.95352172851562,212.1013641357422,349.2215270996094,296.4079284667969,292.5875244140625,254.25464630126953,0.9945482611656189,0.0,Eye-Open
49,125.0325927734375,171.436279296875,622.946533203125,480.0,373.98956298828125,325.7181396484375,0.9760241508483887,4.0,Grooming-Off
49,316.62713623046875,308.44757080078125,546.0390625,462.8974609375,431.3330993652344,385.6725158691406,0.96214759349823,3.0,Whisker-On
49,0.0,433.12652587890625,640.0,479.88214111328125,320.0,456.50433349609375,0.9511666893959045,7.0,Running
50,236.2587890625,212.20953369140625,349.3450927734375,296.49859619140625,292.80194091796875,254.35406494140625,0.9938543438911438,0.0,Eye-Open
50,125.13813781738281,170.7441864013672,619.6036987304688,478.9432373046875,372.3709182739258,324.84371185302734,0.9760237336158752,4.0,Grooming-Off
50,315.29803466796875,309.31646728515625,545.3316650390625,463.41485595703125,430.3148498535156,386.36566162109375,0.9552499055862427,3.0,Whisker-On
50,4.3453369140625,436.6432800292969,638.0147705078125,479.7922058105469,321.1800537109375,458.2177429199219,0.943993091583252,7.0,Running
51,236.1415557861328,212.2431640625,349.4131164550781,296.7284240722656,292.77733612060547,254.4857940673828,0.9930565357208252,0.0,Eye-Open
51,127.79122924804688,171.2874298095703,621.535400390625,480.0,374.66331481933594,325.64371490478516,0.9769054651260376,4.0,Grooming-Off
51,317.9563903808594,308.3105163574219,547.69970703125,462.7888488769531,432.8280487060547,385.5496826171875,0.9495477080345154,3.0,Whisker-On
51,2.1873779296875,437.0785827636719,637.9166259765625,479.7966613769531,320.052001953125,458.4376220703125,0.9403120279312134,7.0,Running
52,236.1893310546875,212.27745056152344,349.5372314453125,296.6065673828125,292.86328125,254.44200897216797,0.9932726621627808,0.0,Eye-Open
