,class,value,class_name
159,0,0.7165170354475109,open
160,0,0.7163221799232904,open
161,0,0.7197282500952875,open
162,0,0.7087774339845475,open
163,0,0.7092533304584987,open
164,0,0.7109336504961744,open
165,0,0.718840987150847,open
166,0,0.7145337815209033,open
167,0,0.717933713617459,open
168,0,0.7140766461394872,open
169,0,0.7195353795893561,open
170,1,0.8778135829440636,closed
171,1,0.8714012569126555,closed
172,1,0.8443219780856533,closed
173,1,0.8741856488446624,closed
174,1,0.8580302263870938,closed
175,1,0.8537308957409114,closed
176,1,0.8578312120803694,closed
177,1,0.8305337437006307,closed
178,1,0.8882452855473368,closed
179,1,0.8920788751690581,closed
180,1,0.8514848474239822,closed
181,1,0.795086188171913,closed
182,1,0.7062798225518165,closed
183,1,0.6799814159786746,closed
184,1,0.6984548407390544,closed
185,1,0.6799376017990583,closed
186,1,0.712983881294755,closed
187,1,0.6955336025627266,closed
188,1,0.7011830964036977,closed
189,1,0.6952172105521912,closed
190,1,0.7014696072298078,closed
191,2,0.7274032341750393,whiskerOFF
192,2,0.7293844167422701,whiskerOFF
193,2,0.7267457718904953,whiskerOFF
194,2,0.7240630249223878,whiskerOFF
195,2,0.7263127690573268,whiskerOFF
196,2,0.7250066104814676,whiskerOFF
197,2,0.7274590211600818,whiskerOFF
198,2,0.7258719079803115,whiskerOFF
199,2,0.7261211340094569,whiskerOFF
200,2,0.72363769335434,whiskerOFF
201,2,0.723964547461319,whiskerOFF
202,2,0.7264134393026751,whiskerOFF
203,2,0.7271737767606823,whiskerOFF
204,2,0.7265304467122444,whiskerOFF
205,2,0.7261031188364865,whiskerOFF
206,2,0.7255749661924152,whiskerOFF
207,2,0.7321887537415377,whiskerOFF
208,2,0.7276209501684126,whiskerOFF
209,2,0.719752950542284,whiskerOFF
210,2,0.7261986342569406,whiskerOFF
211,2,0.7209951292222399,whiskerOFF
212,2,0.6657624525519644,whiskerOFF
213,2,0.6685153867112199,whiskerOFF
214,2,0.6649947974173294,whiskerOFF
215,2,0.6610921675194494,whiskerOFF
216,2,0.6603334406870247,whiskerOFF
217,2,0.6569250672954892,whiskerOFF
218,2,0.6500647739501344,whiskerOFF
219,2,0.6582275343818736,whiskerOFF
220,2,0.6614770325024177,whiskerOFF
221,2,0.6574784926012746,whiskerOFF
222,2,0.6585588836431471,whiskerOFF
223,2,0.6712457835755095,whiskerOFF
224,3,0.7495567819756283,whiskerON
225,3,0.7598465424649604,whiskerON
226,3,0.742022414930337,whiskerON
227,3,0.7445107612913671,whiskerON
228,3,0.7382991147794943,whiskerON
229,3,0.7478173687596676,whiskerON
230,3,0.7520236854939057,whiskerON
231,3,0.7418692881054413,whiskerON
232,3,0.7527179604369204,whiskerON
233,3,0.7450910399279251,whiskerON
234,3,0.7346930155716105,whiskerON
235,3,0.7473470532295027,whiskerON
236,3,0.733926161139224,whiskerON
237,3,0.7391505680816303,whiskerON
238,3,0.7446685822955643,whiskerON
239,3,0.7509952305436824,whiskerON
240,3,0.7581005627488013,whiskerON
241,3,0.7479331244178716,whiskerON
242,3,0.748059833100504,whiskerON
243,3,0.7439779896267857,whiskerON
244,3,0.7457738596448842,whiskerON
245,3,0.7622126439407548,whiskerON
246,3,0.7604550908562776,whiskerON
247,3,0.7498797291554513,whiskerON
248,3,0.7608733699391191,whiskerON
249,3,0.7760177673370036,whiskerON
250,3,0.7621923980970946,whiskerON
251,3,0.7517684426419959,whiskerON
252,3,0.659125926414522,whiskerON
253,3,0.6227780980692629,whiskerON
254,3,0.6481551520592609,whiskerON
255,3,0.6359406674918309,whiskerON
256,3,0.6535720923141886,whiskerON
257,3,0.6098320683544175,whiskerON
258,3,0.6596899425088029,whiskerON
259,3,0.6599106871503303,whiskerON
260,3,0.6416813061147364,whiskerON
261,3,0.6427121005857552,whiskerON
262,3,0.6519154581973517,whiskerON
263,3,0.6486908043299379,whiskerON
264,3,0.6586612083166129,whiskerON
265,3,0.6579909948363544,whiskerON
266,3,0.6576847057987358,whiskerON
267,3,0.6587699150189574,whiskerON
268,3,0.6581775923538412,whiskerON
269,3,0.6591931319538684,whiskerON
270,3,0.6606144728874366,whiskerON
271,3,0.669241659607837,whiskerON
272,3,0.6638341512728688,whiskerON
273,3,0.6616282402231911,whiskerON
274,3,0.6504368562227952,whiskerON
275,3,0.6615273304666691,whiskerON
276,3,0.6565955211411131,whiskerON
277,3,0.6591556707183015,whiskerON
278,3,0.6567488272912639,whiskerON
279,3,0.6613134538987576,whiskerON
280,3,0.663530919368941,whiskerON
281,3,0.6541600572269869,whiskerON
282,3,0.6506178679462767,whiskerON
283,3,0.6629907028556392,whiskerON
284,3,0.6635890758748845,whiskerON
285,3,0.6596345329134242,whiskerON
286,3,0.6479679666484293,whiskerON
287,3,0.650585013677366,whiskerON
288,3,0.6542987818852363,whiskerON
289,3,0.6547806453072148,whiskerON
290,3,0.6422642387340151,whiskerON
291,3,0.6461071443637848,whiskerON
292,3,0.6445066309974061,whiskerON
293,3,0.64926794012011,whiskerON
294,3,0.6456835656264442,whiskerON
295,3,0.7532143901128848,whiskerON
296,3,0.7497658533665349,whiskerON
297,3,0.7617648091855062,whiskerON
298,3,0.6506431718626836,whiskerON
299,3,0.7500461653388549,whiskerON
300,3,0.746193114413882,whiskerON
301,3,0.6666104486002042,whiskerON
302,3,0.6533524289322789,whiskerON
303,3,0.6522215723973044,whiskerON
304,3,0.6273295851379185,whiskerON
305,3,0.6856221386711677,whiskerON
306,3,0.6545122851262629,whiskerON
307,3,0.6349056878421232,whiskerON
308,3,0.6497758430182725,whiskerON
309,3,0.6501677489465046,whiskerON
310,3,0.6401086131774485,whiskerON
311,3,0.6561843261124968,whiskerON
312,3,0.6535187152042027,whiskerON
313,3,0.6955792141129092,whiskerON
314,3,0.6514332300039568,whiskerON
315,3,0.6455541310737378,whiskerON
316,3,0.6694161828322759,whiskerON
317,3,0.6355583435384476,whiskerON
318,3,0.6364473543480722,whiskerON
319,3,0.684643241570158,whiskerON
320,3,0.628271135930068,whiskerON
321,3,0.6429482071780384,whiskerON
322,3,0.67042708747796,whiskerON
323,3,0.6474356954506162,whiskerON
324,3,0.6592909621765107,whiskerON
325,3,0.6539977555348482,whiskerON
326,3,0.6879485228396854,whiskerON
327,3,0.6580318852231628,whiskerON
328,3,0.6512100445478939,whiskerON
329,3,0.6529954554369779,whiskerON
330,3,0.668113093603215,whiskerON
331,3,0.6736777159922802,whiskerON
332,3,0.6415196340253898,whiskerON
333,3,0.632882691149434,whiskerON
334,3,0.6413989445424112,whiskerON
335,3,0.6498526438145258,whiskerON
336,3,0.6570578802839798,whiskerON
337,3,0.6524686561024983,whiskerON
338,3,0.6492759453225436,whiskerON
339,3,0.645292055311248,whiskerON
340,3,0.651515207219494,whiskerON
341,3,0.6549384314801554,whiskerON
342,3,0.6471193456096028,whiskerON
343,3,0.6364006530538123,whiskerON
344,3,0.6448069046937488,whiskerON
345,3,0.6533807752307198,whiskerON
346,3,0.6586814088993961,whiskerON
347,3,0.6489417899666555,whiskerON
348,4,0.8999941727674997,noGR
349,4,0.8980618150430487,noGR
350,4,0.8961447050486073,noGR
351,4,0.9031870742076923,noGR
352,4,0.9014606033018612,noGR
353,4,0.9011301968600183,noGR
354,4,0.8949948502153036,noGR
355,4,0.8983789265150572,noGR
356,4,0.8982521005239616,noGR
357,4,0.9025122108066721,noGR
358,4,0.9038691650089177,noGR
359,4,0.9016353141929426,noGR
360,4,0.9032976356281819,noGR
361,4,0.9020058020283683,noGR
362,4,0.905323560006441,noGR
363,4,0.9051222544935408,noGR
364,4,0.9059148537327195,noGR
365,4,0.9054418388095717,noGR
366,4,0.9002574867097604,noGR
367,4,0.8408917151388771,noGR
368,4,0.8634700291050765,noGR
369,4,0.8610744640622603,noGR
370,4,0.873618094191294,noGR
371,4,0.8759606092331566,noGR
372,4,0.8763814310278846,noGR
373,4,0.866868502048311,noGR
374,4,0.8656669020778123,noGR
375,4,0.8661509962377061,noGR
376,4,0.8605324161624852,noGR
377,4,0.855267434407121,noGR
378,4,0.865160226029279,noGR
379,4,0.8685948771220636,noGR
380,4,0.8776238707382169,noGR
381,4,0.871869931844321,noGR
382,4,0.8418353621964066,noGR
383,4,0.8664047160784618,noGR
384,4,0.8721163088473198,noGR
385,4,0.9534156438743296,noGR
386,4,0.8867699805719373,noGR
387,4,0.8881578912740964,noGR
388,4,0.8895823266610784,noGR
389,4,0.8998683354228316,noGR
390,4,0.9045700832539596,noGR
391,4,0.9041446603054819,noGR
392,4,0.8991652504604529,noGR
393,4,0.9396118589997813,noGR
394,4,0.9314707374970949,noGR
395,4,0.9407404931670077,noGR
396,4,0.9346858565240707,noGR
397,4,0.9369132794326457,noGR
398,4,0.9439905131655821,noGR
399,4,0.9478958165812483,noGR
400,4,0.9458498610152555,noGR
401,4,0.9350560410414965,noGR
402,4,0.9435837325241181,noGR
403,4,0.9337068918551176,noGR
404,4,0.9442870560925841,noGR
405,4,0.9443010847895777,noGR
406,4,0.9383640642331538,noGR
407,4,0.9441460198923933,noGR
408,4,0.9407021329086096,noGR
409,4,0.9440523988680016,noGR
410,4,0.9382739424085591,noGR
411,4,0.9483942118938675,noGR
412,4,0.9472939257004361,noGR
413,4,0.9518951179413473,noGR
414,4,0.9448174977780395,noGR
415,4,0.9422427187613251,noGR
416,4,0.9397635631489573,noGR
417,4,0.9457812489122989,noGR
418,4,0.9368184169839369,noGR
419,4,0.9353410288980986,noGR
420,4,0.9430656384494189,noGR
421,4,0.9441337823568647,noGR
422,4,0.9415535747820576,noGR
423,4,0.9440854277084126,noGR
424,4,0.9354300837766252,noGR
425,4,0.8964026274235486,noGR
426,4,0.8958625077926525,noGR
427,4,0.9004605736585228,noGR
428,4,0.9079438296476954,noGR
429,4,0.8897788011424903,noGR
430,4,0.8955497718430456,noGR
431,4,0.8822274543643603,noGR
432,4,0.878666253490587,noGR
433,4,0.8866044235227204,noGR
434,4,0.8832471585933511,noGR
435,4,0.8868036400959134,noGR
436,4,0.8909793015095911,noGR
437,4,0.8901790628551146,noGR
438,4,0.8734624065036851,noGR
439,4,0.7985532176547694,noGR
440,4,0.7881021736930679,noGR
441,4,0.8108304758092386,noGR
442,4,0.8245095345622333,noGR
443,4,0.813193849058887,noGR
444,4,0.8033093541530663,noGR
445,4,0.8415547339402697,noGR
446,4,0.8660197185048065,noGR
447,4,0.8739787114024193,noGR
448,4,0.8521787811915065,noGR
449,4,0.8307375579519458,noGR
450,4,0.8286379796287705,noGR
451,4,0.860406248968794,noGR
452,4,0.8411926360309796,noGR
453,4,0.8671028125816633,noGR
454,4,0.8661438185386481,noGR
455,4,0.7983525668809265,noGR
456,4,0.7982796859180543,noGR
457,4,0.8010191937499269,noGR
458,4,0.8442330715713859,noGR
459,4,0.8171912618038211,noGR
460,4,0.8478501271822434,noGR
461,4,0.8440059210349503,noGR
462,4,0.8514631653992966,noGR
463,4,0.850879494172526,noGR
464,4,0.8485456330623478,noGR
465,4,0.8423691840139861,noGR
466,4,0.8341848557306188,noGR
467,4,0.8192145818981071,noGR
468,4,0.8924307170871,noGR
469,4,0.8937678902450183,noGR
470,4,0.8942043321096602,noGR
471,4,0.8777725340333188,noGR
472,4,0.8503038246742729,noGR
473,4,0.7864265261541451,noGR
474,4,0.8728389652549202,noGR
475,4,0.8507988292006436,noGR
476,4,0.8207281662978718,noGR
477,4,0.7940901364044464,noGR
478,4,0.8068459472974259,noGR
479,4,0.7851786642380282,noGR
480,5,0.9127687332314595,GR
481,5,0.9021562180259479,GR
482,5,0.9038137810235062,GR
483,5,0.9182086438105036,GR
484,5,0.8867320175821284,GR
485,5,0.7640926717483557,GR
486,5,0.7713277966286803,GR
487,5,0.7652620823760271,GR
488,5,0.763053769269818,GR
489,5,0.7509416695053036,GR
490,5,0.7736098689517519,GR
491,5,0.7535207439265746,GR
492,5,0.7484808073802806,GR
493,5,0.8464433400984422,GR
494,5,0.8787321929090918,GR
495,5,0.9216157487128095,GR
496,5,0.8948776131814,GR
497,5,0.9097136091158813,GR
498,5,0.8794386589775071,GR
499,5,0.9282881378619572,GR
500,5,0.9199103432003967,GR
501,5,0.9465316747064798,GR
502,5,0.9074543262598513,GR
503,5,0.9094752466516868,GR
504,5,0.9068618707378701,GR
505,5,0.9182760713761599,GR
506,5,0.9071999366062892,GR
507,5,0.9141185050224908,GR
508,5,0.9032593310213699,GR
509,5,0.8966656396713495,GR
510,5,0.8999423089877078,GR
511,5,0.9031223427156935,GR
512,5,0.8009939833107859,GR
513,5,0.8086664388168096,GR
514,5,0.8660757796197878,GR
515,5,0.8137558079457083,GR
516,5,0.8077020804033922,GR
517,5,0.8423418456745335,GR
518,5,0.8706937932859921,GR
519,5,0.8942526777045882,GR
520,5,0.8858411704264313,GR
521,5,0.8540850062392349,GR
522,5,0.8847538441875196,GR
523,5,0.8727847875977793,GR
524,5,0.8628764582779038,GR
525,5,0.8638153868608849,GR
526,5,0.8617999757427107,GR
527,5,0.8506189575923421,GR
528,5,0.8613166226059086,GR
529,5,0.8515564508635556,GR
530,5,0.8494990011611719,GR
531,5,0.8061511303962308,GR
532,5,0.80930724898052,GR
533,5,0.8049205558368927,GR
534,5,0.827606679364138,GR
535,5,0.7999477441113249,GR
536,5,0.7932102756319231,GR
537,6,0.9365067212381655,stop
538,6,0.9145842582020728,stop
539,6,0.9509964347693698,stop
540,6,0.958893871585786,stop
541,6,0.9309843170163096,stop
542,6,0.9545682139118656,stop
543,6,0.9526159758405763,stop
544,6,0.9552085686705032,stop
545,6,0.95074908543989,stop
546,6,0.9506831118050242,stop
547,6,0.9518600075865593,stop
548,6,0.9517874430574311,stop
549,6,0.9494702211202706,stop
550,6,0.9633513901855123,stop
551,6,0.9533429820122667,stop
552,6,0.957928685800538,stop
553,6,0.9573654359063232,stop
554,6,0.9605347820467101,stop
555,6,0.9568478477723954,stop
556,6,0.9578136241534412,stop
557,6,0.9617586021419254,stop
558,6,0.9624171492039435,stop
559,6,0.9554174613343608,stop
560,6,0.9602638625939737,stop
561,6,0.9559300752977403,stop
562,6,0.9737435289930793,stop
563,6,0.951437661140501,stop
564,6,0.9578035340658144,stop
565,6,0.9526142588572829,stop
566,6,0.9577003391407837,stop
567,6,0.951860835620686,stop
568,6,0.9577421308079658,stop
569,6,0.9628853765174503,stop
570,6,0.9719594144067037,stop
571,6,0.9883282130499682,stop
572,6,0.9677382569314152,stop
573,6,0.9594930301757523,stop
574,6,0.9808290643737484,stop
575,6,0.983383612753692,stop
576,6,0.9683300456885744,stop
577,6,0.9764217616965412,stop
578,6,0.9643330927198097,stop
579,6,0.5931336681680307,stop
580,6,0.5039150797557597,stop
581,6,0.6017910190834193,stop
582,6,0.5820145020323167,stop
583,6,0.5685787013210157,stop
584,6,0.6184352205291183,stop
585,6,0.6044954162741482,stop
586,6,0.5417101836059003,stop
587,6,0.3783256277427903,stop
588,6,0.5811510835697128,stop
589,6,0.584570588952068,stop
590,6,0.5964473886714347,stop
591,6,0.5962309898176815,stop
592,6,0.5977238715996659,stop
593,6,0.5949611256884216,stop
594,6,0.5872803893481942,stop
595,6,0.5848525472119277,stop
596,6,0.594475780320907,stop
597,6,0.6024161134386243,stop
598,6,0.6189375997741973,stop
599,6,0.60218273872491,stop
600,6,0.6103769884492025,stop
601,6,0.6023929492247673,stop
602,6,0.6005794118330918,stop
603,6,0.5903658343452155,stop
604,6,0.5944524164423616,stop
605,6,0.5914401313436182,stop
606,6,0.6028532690076137,stop
607,6,0.6065561097518792,stop
608,6,0.6141840536551559,stop
609,6,0.6062107581635102,stop
610,6,0.6124731801930918,stop
611,6,0.6250164060372326,stop
612,6,0.6325959855959288,stop
613,6,0.5989825646023926,stop
614,6,0.5955183859307954,stop
615,6,0.5893826504686015,stop
616,6,0.5995448756403051,stop
617,6,0.6051507445953123,stop
618,6,0.5963344249251288,stop
619,6,0.5752858240801054,stop
620,6,0.5878486141718724,stop
621,6,0.6838040518500491,stop
622,6,0.7009683695702568,stop
623,6,0.7058377922650078,stop
624,6,0.7149358085673128,stop
625,6,0.7099161134552323,stop
626,6,0.7132628012414606,stop
627,6,0.6749313473335914,stop
628,6,0.7052739224559058,stop
629,6,0.7185284150311978,stop
630,6,0.7019985964925749,stop
631,6,0.7145556808725515,stop
632,6,0.7111802606920167,stop
633,6,0.6697363835989697,stop
634,6,0.6975665681796916,stop
635,6,0.6991209995534042,stop
636,6,0.6125001349275782,stop
637,6,0.6268846235882967,stop
638,6,0.6511039577944336,stop
639,6,0.6886964809316113,stop
640,6,0.6387273526671935,stop
641,6,0.7156482777612436,stop
642,6,0.6931882480090985,stop
643,6,0.6906251714038868,stop
644,6,0.6599740799808692,stop
645,6,0.6826575519292248,stop
646,6,0.7098501748605315,stop
647,6,0.717862504709197,stop
648,6,0.7058603691727076,stop
649,6,0.7504659246566893,stop
650,6,0.6743040954763992,stop
651,6,0.697032970676089,stop
652,6,0.6710870088213924,stop
653,6,0.7058076850172672,stop
654,6,0.6884956408029859,stop
655,6,0.7081586174205474,stop
656,6,0.6813120643807593,stop
657,6,0.6790751587606109,stop
658,6,0.6867337987711143,stop
659,6,0.7187792418525001,stop
660,6,0.6983827952187285,stop
661,6,0.6978662847108137,stop
662,6,0.663015604593705,stop
663,6,0.7226916578411688,stop
664,6,0.6840683318208682,stop
665,6,0.6816239124517202,stop
666,6,0.7449314334351554,stop
667,6,0.7185656612195463,stop
668,6,0.6966864605939437,stop
669,6,0.7099062586459558,stop
670,6,0.705932910819747,stop
671,6,0.7442216330880576,stop
672,6,0.6953341793626184,stop
673,7,0.9372048544356685,run
674,7,0.9575382134122378,run
675,7,0.9530311872913925,run
676,7,0.9438959113013136,run
677,7,0.9536374458439844,run
678,7,0.9303428697242667,run
679,7,0.937218124986789,run
680,7,0.9322244769951283,run
681,7,0.9418351147686729,run
682,7,0.9599208061775428,run
683,7,0.5922134335258805,run
684,7,0.6135570401204926,run
685,7,0.6203238474910303,run
686,7,0.6052699564111075,run
687,7,0.5976201277955838,run
688,7,0.6151543880099022,run
689,7,0.6119104789750227,run
690,7,0.5930746273406906,run
691,7,0.6214971554518166,run
692,7,0.6288946379815332,run
693,7,0.6139227007718043,run
694,7,0.6222080074990214,run
695,7,0.623932564024383,run
696,7,0.6079661497972045,run
697,7,0.6065760110869906,run
698,7,0.6424538785255383,run
699,7,0.6333528021230405,run
700,7,0.5995419220611008,run
701,7,0.6003839882512574,run
702,7,0.6242570465377177,run
703,7,0.6136576307597459,run
704,7,0.6197522664559527,run
705,7,0.6096279724727526,run
706,7,0.6139397417144924,run
707,7,0.605555839168014,run
708,7,0.6143365302532998,run
709,7,0.5989981342625696,run
710,7,0.6127125021465673,run
711,7,0.6037379540255381,run
712,7,0.7019981890144332,run
713,7,0.7004513843765453,run
714,7,0.6995530936307459,run
715,7,0.691255930667891,run
716,7,0.6996227486132658,run
717,7,0.7050035742046236,run
718,7,0.7045702528825187,run
719,7,0.7073973377728203,run
720,7,0.7115819046978529,run
721,7,0.7150379310141445,run
722,7,0.7042725566868997,run
723,7,0.704068627627428,run
724,7,0.6932133524228677,run
725,7,0.7010633612024656,run
726,7,0.7080360141333161,run
