id,movie_name,light,group,gal4,uas,init_frame_count,cop_frame_count,courtship_duration_sec,event,duration_frame
11,240612_EXP_07_0sec_latency_pIP10_GtACR1_2mwcm_wing_extension_data_20240612-120616_332678.log_vid.avi,event,pIP10_GtACR1_event,pIP10,GtACR1,1621,61261,611.065956,1,59640
12,240612_EXP_10_0sec_latency_pIP10_GtACR1_2mwcm_wing_extension_data_20240612-155315_017386.log_vid.avi,event,pIP10_GtACR1_event,pIP10,GtACR1,1152,199198,2029.160755,0,198046
13,240613_CTR_01_1sec_latency_pIP10_GtACR1_2mwcm_wing_extension_data_20240613-113853_962477.log_vid.avi,later,pIP10_GtACR1_later,pIP10,GtACR1,1353,23814,230.1415434,1,22461
14,240613_CTR_02_1sec_latency_pIP10_GtACR1_2mwcm_wing_extension_data_20240613-114906_078099.log_vid.avi,later,pIP10_GtACR1_later,pIP10,GtACR1,1375,35756,352.2770936,1,34381
15,240613_CTR_03_1sec_latency_pIP10_GtACR1_2mwcm_wing_extension_data_20240613-115650_915208.log_vid.avi,later,pIP10_GtACR1_later,pIP10,GtACR1,1016,29697,293.8735305,1,28681
16,240613_CTR_04_1sec_latency_pIP10_GtACR1_2mwcm_wing_extension_data_20240613-120818_578639.log_vid.avi,later,pIP10_GtACR1_later,pIP10,GtACR1,1016,11268,105.0449313,1,10252
17,240613_CTR_05_1sec_latency_pIP10_GtACR1_2mwcm_wing_extension_data_20240613-121812_745088.log_vid.avi,later,pIP10_GtACR1_later,pIP10,GtACR1,822,32088,320.3602605,1,31266
18,240613_EXP_06_0sec_latency_pIP10_GtACR1_2mwcm_wing_extension_data_20240613-123253_759357.log_vid.avi,event,pIP10_GtACR1_event,pIP10,GtACR1,820,70625,715.241203,1,69805
19,240613_EXP_07_0sec_latency_pIP10_GtACR1_2mwcm_wing_extension_data_20240613-124712_222038.log_vid.avi,event,pIP10_GtACR1_event,pIP10,GtACR1,667,12990,126.2648846,1,12323
20,240613_EXP_08_0sec_latency_pIP10_GtACR1_2mwcm_wing_extension_data_20240613-172149_660214.log_vid.avi,event,pIP10_GtACR1_event,pIP10,GtACR1,453,104912,1070.317835,1,104459
21,240614_EXP_01_osec_latency_pIP10_GtACR1_2mwcm_wing_extension_data_20240614-102834_956314.log_vid.avi,event,pIP10_GtACR1_event,pIP10,GtACR1,411,46481,472.0460092,1,46070
22,240614_EXP_03_osec_latency_pIP10_GtACR1_2mwcm_wing_extension_data_20240614-104501_229530.log_vid.avi,event,pIP10_GtACR1_event,pIP10,GtACR1,1262,11183,101.6532146,1,9921
23,240614_EXP_04_osec_latency_pIP10_GtACR1_2mwcm_wing_extension_data_20240614-111321_089151.log_vid.avi,event,pIP10_GtACR1_event,pIP10,GtACR1,1033,26387,259.7841881,1,25354
24,240614_EXP_05_osec_latency_pIP10_GtACR1_2mwcm_wing_extension_data_20240614-114702_812100.log_vid.avi,event,pIP10_GtACR1_event,pIP10,GtACR1,1189,113852,1154.376572,1,112663
25,240614_EXP_06_osec_latency_pIP10_GtACR1_2mwcm_wing_extension_data_20240614-121805_428082.log_vid.avi,event,pIP10_GtACR1_event,pIP10,GtACR1,933,31285,310.9949129,1,30352
26,240614_EXP_07_osec_latency_pIP10_GtACR1_2mwcm_wing_extension_data_20240614-124129_630074.log_vid.avi,event,pIP10_GtACR1_event,pIP10,GtACR1,3117,55189,533.5441566,1,52072
27,240617_CTR_03_osec_latency_pIP10_20xGFP_2mwcm_wing_extension_data_20240618-111150_207769.log_vid.avi,event,pIP10_GFP_event,pIP10,GFP,1290,12323,117.165946,1,11033
28,240617_CTR_04_osec_latency_pIP10_20xGFP_2mwcm_wing_extension_data_20240618-111854_690106.log_vid.avi,event,pIP10_GFP_event,pIP10,GFP,264,19801,213.7733509,1,19537
29,240617_CTR_05_osec_latency_pIP10_20xGFP_2mwcm_wing_extension_data_20240618-112822_380603.log_vid.avi,event,pIP10_GFP_event,pIP10,GFP,1000,13779,138.8977428,1,12779
30,240617_CTR_06_osec_latency_pIP10_20xGFP_2mwcm_wing_extension_data_20240618-113422_409862.log_vid.avi,event,pIP10_GFP_event,pIP10,GFP,1049,98162,1051.199783,1,97113
31,240617_CTR_07_osec_latency_pIP10_20xGFP_2mwcm_wing_extension_data_20240618-124025_469980.log_vid.avi,event,pIP10_GFP_event,pIP10,GFP,1007,23866,234.2196185,1,22859
32,240617_CTR_08_1sec_latency_pIP10_20xGFP_2mwcm_wing_extension_data_20240618-124615_023356.log_vid.avi,later,pIP10_GFP_later,pIP10,GFP,1971,62030,615.381048,1,60059
33,240617_CTR_09_1sec_latency_pIP10_20xGFP_2mwcm_wing_extension_data_20240618-130221_995735.log_vid.avi,later,pIP10_GFP_later,pIP10,GFP,1117,31461,310.9128315,1,30344
