diff_s,size,model,GPU,camera,fps,trigger,memory
0.09677000000000001,1280,yolov5l,4080,IS,100fps,daq,32GB
0.07366,1280,yolov5l,4080,IS,100fps,daq,32GB
0.08169000000000001,1280,yolov5l,4080,IS,100fps,daq,32GB
0.09415000000000001,1280,yolov5l,4080,IS,100fps,daq,32GB
0.0463,1280,yolov5l,4080,IS,100fps,daq,32GB
0.05414000000000001,1280,yolov5l,4080,IS,100fps,daq,32GB
0.09676000000000001,1280,yolov5l,4080,IS,100fps,daq,32GB
0.11050000000000001,1280,yolov5l,4080,IS,100fps,daq,32GB
0.09109,1280,yolov5l,4080,IS,100fps,daq,32GB
0.10272,1280,yolov5l,4080,IS,100fps,daq,32GB
0.1131,1280,yolov5l,4080,IS,100fps,daq,32GB
0.09379000000000001,1280,yolov5l,4080,IS,100fps,daq,32GB
0.10310000000000001,1280,yolov5l,4080,IS,100fps,daq,32GB
0.04936,1280,yolov5l,4080,IS,100fps,daq,32GB
0.0322,1280,yolov5l,4080,IS,100fps,daq,32GB
0.11196,1280,yolov5l,4080,IS,100fps,daq,32GB
0.09256,1280,yolov5l,4080,IS,100fps,daq,32GB
0.1044,1280,yolov5l,4080,IS,100fps,daq,32GB
0.11378,1280,yolov5l,4080,IS,100fps,daq,32GB
0.09395,1280,yolov5l,4080,IS,100fps,daq,32GB
0.07652,1280,yolov5l,4080,IS,100fps,daq,32GB
0.11283000000000001,1280,yolov5l,4080,IS,100fps,daq,32GB
0.08592000000000001,1280,yolov5l,4080,IS,100fps,daq,32GB
0.09914,1280,yolov5l,4080,IS,100fps,daq,32GB
0.05213,1280,yolov5l,4080,IS,100fps,daq,32GB
0.06071000000000001,1280,yolov5l,4080,IS,100fps,daq,32GB
0.10146000000000001,1280,yolov5l,4080,IS,100fps,daq,32GB
0.11614000000000001,1280,yolov5l,4080,IS,100fps,daq,32GB
0.11833,1280,yolov5l,4080,IS,100fps,daq,32GB
