diff_s,size,model,GPU,camera,fps,trigger,memory
0.021060000000000002,640,yolov5s,4080,IS,130fps,daq,32GB
0.024100000000000003,640,yolov5s,4080,IS,130fps,daq,32GB
0.01471,640,yolov5s,4080,IS,130fps,daq,32GB
0.0123,640,yolov5s,4080,IS,130fps,daq,32GB
0.03404,640,yolov5s,4080,IS,130fps,daq,32GB
0.027540000000000002,640,yolov5s,4080,IS,130fps,daq,32GB
0.027420000000000003,640,yolov5s,4080,IS,130fps,daq,32GB
0.02272,640,yolov5s,4080,IS,130fps,daq,32GB
0.026340000000000002,640,yolov5s,4080,IS,130fps,daq,32GB
0.014960000000000001,640,yolov5s,4080,IS,130fps,daq,32GB
0.01889,640,yolov5s,4080,IS,160fps,daq,32GB
0.01814,640,yolov5s,4080,IS,160fps,daq,32GB
0.021910000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.01246,640,yolov5s,4080,IS,160fps,daq,32GB
0.024350000000000004,640,yolov5s,4080,IS,160fps,daq,32GB
0.02424,640,yolov5s,4080,IS,160fps,daq,32GB
0.026680000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.01166,640,yolov5s,4080,IS,160fps,daq,32GB
0.019620000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.01157,640,yolov5s,4080,IS,160fps,daq,32GB
0.02076,640,yolov5s,4080,IS,160fps,daq,32GB
0.021660000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.026260000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.027200000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.018600000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.027590000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.023680000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.02332,640,yolov5s,4080,IS,160fps,daq,32GB
0.029200000000000004,640,yolov5s,4080,IS,160fps,daq,32GB
0.035570000000000004,640,yolov5s,4080,IS,160fps,daq,32GB
0.01879,640,yolov5s,4080,IS,160fps,daq,32GB
0.020360000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.01904,640,yolov5s,4080,IS,160fps,daq,32GB
0.01302,640,yolov5s,4080,IS,160fps,daq,32GB
0.018590000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.027590000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.020030000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.020050000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.0268,640,yolov5s,4080,IS,160fps,daq,32GB
0.026590000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.012580000000000001,640,yolov5s,4080,IS,160fps,daq,32GB
0.012830000000000001,640,yolov5s,4080,IS,160fps,daq,32GB
0.027460000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.01929,640,yolov5s,4080,IS,160fps,daq,32GB
0.01648,640,yolov5s,4080,IS,160fps,daq,32GB
0.031790000000000006,640,yolov5s,4080,IS,160fps,daq,32GB
0.025390000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.018940000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.025300000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.012220000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.017580000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.02364,640,yolov5s,4080,IS,160fps,daq,32GB
0.01437,640,yolov5s,4080,IS,160fps,daq,32GB
0.030770000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.019590000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.019790000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.01761,640,yolov5s,4080,IS,160fps,daq,32GB
0.028940000000000004,640,yolov5s,4080,IS,160fps,daq,32GB
0.0273,640,yolov5s,4080,IS,160fps,daq,32GB
0.019690000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.037680000000000005,640,yolov5s,4080,IS,160fps,daq,32GB
0.012660000000000001,640,yolov5s,4080,IS,160fps,daq,32GB
0.01186,640,yolov5s,4080,IS,160fps,daq,32GB
0.01114,640,yolov5s,4080,IS,160fps,daq,32GB
0.02094,640,yolov5s,4080,IS,160fps,daq,32GB
0.021230000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.01831,640,yolov5s,4080,IS,160fps,daq,32GB
0.027420000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.035320000000000004,640,yolov5s,4080,IS,160fps,daq,32GB
0.020200000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.02866,640,yolov5s,4080,IS,160fps,daq,32GB
0.02732,640,yolov5s,4080,IS,160fps,daq,32GB
0.023770000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.01812,640,yolov5s,4080,IS,160fps,daq,32GB
0.0263,640,yolov5s,4080,IS,160fps,daq,32GB
0.02697,640,yolov5s,4080,IS,160fps,daq,32GB
0.02637,640,yolov5s,4080,IS,160fps,daq,32GB
0.02586,640,yolov5s,4080,IS,160fps,daq,32GB
0.029380000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.024020000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.019440000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.034140000000000004,640,yolov5s,4080,IS,160fps,daq,32GB
0.024380000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.015220000000000001,640,yolov5s,4080,IS,160fps,daq,32GB
0.027580000000000004,640,yolov5s,4080,IS,160fps,daq,32GB
0.01929,640,yolov5s,4080,IS,160fps,daq,32GB
0.027370000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.0195,640,yolov5s,4080,IS,160fps,daq,32GB
0.01234,640,yolov5s,4080,IS,160fps,daq,32GB
0.01938,640,yolov5s,4080,IS,160fps,daq,32GB
0.02568,640,yolov5s,4080,IS,160fps,daq,32GB
0.026350000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.026590000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.02092,640,yolov5s,4080,IS,160fps,daq,32GB
0.017900000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.02918,640,yolov5s,4080,IS,160fps,daq,32GB
0.02687,640,yolov5s,4080,IS,160fps,daq,32GB
0.02092,640,yolov5s,4080,IS,160fps,daq,32GB
0.022830000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.01135,640,yolov5s,4080,IS,160fps,daq,32GB
0.02092,640,yolov5s,4080,IS,160fps,daq,32GB
0.014700000000000001,640,yolov5s,4080,IS,160fps,daq,32GB
0.01652,640,yolov5s,4080,IS,160fps,daq,32GB
0.020790000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.018400000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.019200000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.02397,640,yolov5s,4080,IS,160fps,daq,32GB
0.031490000000000004,640,yolov5s,4080,IS,160fps,daq,32GB
0.032080000000000004,640,yolov5s,4080,IS,160fps,daq,32GB
0.01263,640,yolov5s,4080,IS,160fps,daq,32GB
0.02031,640,yolov5s,4080,IS,160fps,daq,32GB
0.028110000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.026150000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.01779,640,yolov5s,4080,IS,160fps,daq,32GB
0.02695,640,yolov5s,4080,IS,160fps,daq,32GB
0.01572,640,yolov5s,4080,IS,160fps,daq,32GB
0.03481,640,yolov5s,4080,IS,160fps,daq,32GB
0.031200000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.027440000000000003,640,yolov5s,4080,IS,160fps,daq,32GB
0.027330000000000004,640,yolov5s,4080,IS,160fps,daq,32GB
0.02927,640,yolov5s,4080,IS,160fps,daq,32GB
0.033420000000000005,640,yolov5s,4080,IS,160fps,daq,32GB
0.02426,640,yolov5s,4080,IS,160fps,daq,32GB
0.023370000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
0.023710000000000002,640,yolov5s,4080,IS,160fps,daq,32GB
